kind,image,class,reason,confidence,best_iou,exported_image
FN,1 (421).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.332481,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (421)__fn__splash__19.bmp
FN,1 (421).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.332481,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (421)__fn__splash__20.bmp
FN,1 (421).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.332481,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (421)__fn__splash__21.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.8137,0.6357,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__00.bmp
FP,1 (421).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.7564,0.0392,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (421)__fp__chipping__02.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.7337,0.7052,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__03.bmp
FP,1 (421).bmp,chipping,定位偏差或重复预测,0.722,0.2061,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (421)__fp__chipping__04.bmp
FP,1 (421).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5895,0.0449,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (421)__fp__chipping__06.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.545,0.822,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__09.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.5309,0.5049,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__10.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.5106,0.5349,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__12.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.4745,0.6554,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__14.bmp
FP,1 (421).bmp,splash,定位偏差或重复预测,0.3898,0.7926,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__20.bmp
FP,1 (421).bmp,splash,类别混淆（预测类别错误）,0.3778,0.882,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (421)__fp__splash__21.bmp
FP,1 (421).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3325,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (421)__fp__chipping__24.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__02.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__03.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__04.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__05.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__06.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__07.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__08.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__09.bmp
FN,1 (425).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.52254,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (425)__fn__splash__10.bmp
FP,1 (425).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.799,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (425)__fp__chipping__00.bmp
FP,1 (425).bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6678,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/1 (425)__fp__spot__01.bmp
FN,1 (426).bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.323694,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (426)__fn__spot__03.bmp
FN,1 (426).bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.323694,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (426)__fn__spot__04.bmp
FN,1 (426).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.323694,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (426)__fn__splash__07.bmp
FN,1 (426).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.323694,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (426)__fn__splash__08.bmp
FN,1 (426).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.323694,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (426)__fn__splash__09.bmp
FN,1 (428).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.301277,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (428)__fn__chipping__02.bmp
FP,1 (428).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3187,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (428)__fp__chipping__02.bmp
FP,1 (428).bmp,splash,类别混淆（预测类别错误）,0.3013,0.9411,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (428)__fp__splash__03.bmp
FN,1 (431).bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.405993,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (431)__fn__spot__00.bmp
FN,1 (431).bmp,spot,类别混淆（同位置预测成其他类别）,0.775037,0.7369,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (431)__fn__spot__01.bmp
FN,1 (431).bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.405993,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (431)__fn__spot__05.bmp
FN,1 (431).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.405993,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (431)__fn__splash__09.bmp
FP,1 (431).bmp,splash,类别混淆（预测类别错误）,0.775,0.7369,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (431)__fp__splash__00.bmp
FP,1 (431).bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4127,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/1 (431)__fp__spot__06.bmp
FN,1 (434).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.316174,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (434)__fn__chipping__05.bmp
FP,1 (434).bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4664,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/1 (434)__fp__spot__03.bmp
FP,1 (434).bmp,splash,类别混淆（预测类别错误）,0.4189,0.7787,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (434)__fp__splash__04.bmp
FP,1 (434).bmp,splash,类别混淆（预测类别错误）,0.3453,0.7708,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (434)__fp__splash__07.bmp
FN,1 (436).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__01.bmp
FN,1 (436).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__03.bmp
FN,1 (436).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__04.bmp
FN,1 (436).bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.756081,0.3058,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__06.bmp
FN,1 (436).bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.756081,0.1592,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__07.bmp
FN,1 (436).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__09.bmp
FN,1 (436).bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.384259,0.2005,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__10.bmp
FN,1 (436).bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.312047,0.4866,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (436)__fn__splash__14.bmp
FN,1 (436).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (436)__fn__splash__15.bmp
FN,1 (436).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__17.bmp
FN,1 (436).bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.477022,0.2159,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__20.bmp
FN,1 (436).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.312047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (436)__fn__chipping__21.bmp
FP,1 (436).bmp,chipping,定位偏差或重复预测,0.7561,0.3058,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__05.bmp
FP,1 (436).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6342,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__08.bmp
FP,1 (436).bmp,chipping,定位偏差或重复预测,0.477,0.2159,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__11.bmp
FP,1 (436).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.411,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__12.bmp
FP,1 (436).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3955,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__13.bmp
FP,1 (436).bmp,chipping,定位偏差或重复预测,0.3843,0.2005,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__14.bmp
FP,1 (436).bmp,chipping,定位偏差或重复预测,0.3471,0.1122,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__15.bmp
FP,1 (436).bmp,chipping,定位偏差或重复预测,0.3397,0.8132,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__17.bmp
FP,1 (436).bmp,chipping,定位偏差或重复预测,0.3298,0.7147,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (436)__fp__chipping__18.bmp
FP,1 (436).bmp,splash,定位偏差或重复预测,0.312,0.4866,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (436)__fp__splash__19.bmp
FP,1 (452).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.8884,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (452)__fp__chipping__00.bmp
FP,1 (452).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6824,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (452)__fp__chipping__02.bmp
FP,1 (452).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5782,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (452)__fp__chipping__03.bmp
FP,1 (452).bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5458,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (452)__fp__splash__04.bmp
FN,1 (453).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.337307,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (453)__fn__chipping__06.bmp
FN,1 (453).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.337307,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (453)__fn__splash__10.bmp
FN,1 (453).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.337307,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (453)__fn__splash__11.bmp
FP,1 (453).bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3564,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (453)__fp__splash__09.bmp
FP,1 (453).bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3488,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (453)__fp__splash__10.bmp
FN,1 (460).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.186174,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (460)__fn__chipping__00.bmp
FN,1 (460).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.186174,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (460)__fn__splash__03.bmp
FN,1 (460).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.186174,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (460)__fn__splash__06.bmp
FN,1 (460).bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.186174,0.1703,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (460)__fn__splash__07.bmp
FN,1 (460).bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.186174,0.0283,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/1 (460)__fn__splash__08.bmp
FP,1 (460).bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3702,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (460)__fp__splash__04.bmp
FP,1 (460).bmp,scratch,定位偏差或重复预测,0.1862,0.1703,runs_668_error_analysis/class_threshold_trial_01_errors/fp/scratch/images/1 (460)__fp__scratch__06.bmp
FN,1 (478).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.480813,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (478)__fn__chipping__03.bmp
FN,1 (478).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.480813,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (478)__fn__chipping__04.bmp
FN,1 (478).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.480813,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (478)__fn__chipping__05.bmp
FN,1 (478).bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.480813,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (478)__fn__spot__07.bmp
FN,1 (478).bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.480813,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/1 (478)__fn__spot__08.bmp
FP,1 (478).bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6081,0.0634,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (478)__fp__chipping__04.bmp
FP,1 (478).bmp,chipping,定位偏差或重复预测,0.4808,0.4303,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (478)__fp__chipping__05.bmp
FN,1 (482).bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.265435,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/1 (482)__fn__chipping__03.bmp
FP,1 (482).bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5302,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (482)__fp__splash__04.bmp
FP,1 (482).bmp,chipping,定位偏差或重复预测,0.5264,0.3145,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/1 (482)__fp__chipping__05.bmp
FP,1 (482).bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3437,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/1 (482)__fp__splash__06.bmp
FN,101.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.401276,0.439,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/101__fn__chipping__02.bmp
FN,101.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.259711,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/101__fn__chipping__03.bmp
FP,101.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6127,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/101__fp__spot__00.bmp
FP,101.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5648,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/101__fp__chipping__02.bmp
FP,101.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5208,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/101__fp__chipping__03.bmp
FP,101.bmp,spot,定位偏差或重复预测,0.424,0.4288,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/101__fp__spot__04.bmp
FP,101.bmp,chipping,定位偏差或重复预测,0.4013,0.439,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/101__fp__chipping__05.bmp
FP,101.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3558,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/101__fp__spot__06.bmp
FN,105.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.321571,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/105__fn__chipping__00.bmp
FN,105.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.321571,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/105__fn__chipping__01.bmp
FP,105.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4926,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/105__fp__spot__00.bmp
FP,105.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3216,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/105__fp__spot__01.bmp
FP,11.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2926,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/11__fp__spot__00.bmp
FN,118.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.325213,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/118__fn__chipping__02.bmp
FN,130.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.386049,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/130__fn__splash__02.bmp
FN,130.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.386049,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/130__fn__splash__03.bmp
FN,130.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.386049,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/130__fn__splash__05.bmp
FN,130.bmp,splash,类别混淆（同位置预测成其他类别）,0.657578,0.8127,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/130__fn__splash__06.bmp
FN,130.bmp,splash,类别混淆（同位置预测成其他类别）,0.710144,0.8548,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/130__fn__splash__07.bmp
FP,130.bmp,spot,类别混淆（预测类别错误）,0.7101,0.8548,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/130__fp__spot__01.bmp
FP,130.bmp,spot,类别混淆（预测类别错误）,0.6576,0.8127,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/130__fp__spot__02.bmp
FP,130.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4107,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/130__fp__spot__05.bmp
FP,130.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.386,0.0589,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/130__fp__spot__06.bmp
FN,131.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.435028,0.3944,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/131__fn__chipping__00.bmp
FP,131.bmp,chipping,定位偏差或重复预测,0.7951,0.1326,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/131__fp__chipping__03.bmp
FP,131.bmp,chipping,定位偏差或重复预测,0.4915,0.1236,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/131__fp__chipping__08.bmp
FP,131.bmp,chipping,定位偏差或重复预测,0.435,0.3944,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/131__fp__chipping__09.bmp
FN,136.bmp,chipping,类别混淆（同位置预测成其他类别）,0.892732,0.9431,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/136__fn__chipping__00.bmp
FN,136.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.350231,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/136__fn__splash__05.bmp
FN,136.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.350231,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/136__fn__splash__06.bmp
FN,136.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.350231,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/136__fn__splash__07.bmp
FN,136.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.350231,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/136__fn__splash__08.bmp
FN,136.bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.579636,0.2626,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/136__fn__splash__09.bmp
FN,136.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.350231,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/136__fn__chipping__10.bmp
FP,136.bmp,spot,类别混淆（预测类别错误）,0.8927,0.9431,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/136__fp__spot__00.bmp
FP,136.bmp,splash,定位偏差或重复预测,0.5796,0.2626,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/136__fp__splash__01.bmp
FP,136.bmp,splash,定位偏差或重复预测,0.435,0.806,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/136__fp__splash__04.bmp
FP,136.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3961,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/136__fp__chipping__06.bmp
FN,140.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/140__fn__chipping__00.bmp
FN,143.bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.746209,0.3977,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/143__fn__splash__00.bmp
FN,143.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.314489,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/143__fn__splash__02.bmp
FN,143.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.314489,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__03.bmp
FN,143.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.511176,0.2537,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__05.bmp
FN,143.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.615377,0.2909,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__06.bmp
FN,143.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.314489,0.1875,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__07.bmp
FN,143.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.314489,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__08.bmp
FN,143.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.314489,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__09.bmp
FN,143.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.314489,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/143__fn__spot__10.bmp
FP,143.bmp,splash,定位偏差或重复预测,0.7462,0.3977,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/143__fp__splash__00.bmp
FP,143.bmp,splash,定位偏差或重复预测,0.6154,0.2909,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/143__fp__splash__02.bmp
FP,143.bmp,splash,定位偏差或重复预测,0.5112,0.2537,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/143__fp__splash__04.bmp
FP,143.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4816,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/143__fp__splash__05.bmp
FP,143.bmp,splash,定位偏差或重复预测,0.3145,0.1875,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/143__fp__splash__06.bmp
